"","species_code","scientific_name","common_name"
"1529",80020,"Evasterias echinosoma","giant sea star"
"1530",80105,"Orthasterias sp.","Orthasterias sp."
"1531",80106,"Orthasterias koehleri","redbanded sea star"
"1532",80110,"Leptasterias groenlandica","Leptasterias groenlandica"
"1533",80111,"Leptasterias hexactis","Leptasterias hexactis"
"1534",80112,"Leptasterias hylodes","Aleutian sea star"
"1535",80115,"Leptasterias coei","Leptasterias coei"
"1536",80120,"Rathbunaster californicus","Rathbunaster californicus"
"1537",80160,"Pycnopodia helianthoides","sunflower sea star"
"1538",80170,"Stylasterias forreri","long-rayed star"
"1539",80171,"Stylasterias sp.","Stylasterias sp."
"1540",80180,"Ampheraster sp.","Ampheraster sp."
"1541",80182,"Ampheraster marianus","Ampheraster marianus"
"1542",80190,"Tarsaster alaskanus","Tarsaster alaskanus"
"1543",80200,"Lethasterias nanimensis","blackspined sea star"
"1544",80220,"Pedicellaster sp.","Pedicellaster sp."
"1545",80230,"Pedicellaster magister","majestic sea star"
"1546",80250,"Stephanasterias albula","Stephanasterias albula"
"1547",80310,"Pisaster sp.","Pisaster sp."
"1548",80311,"Pisaster brevispinus","giant pink star"
"1549",80312,"Pisaster ochraceus","purple star"
"1550",80520,"Poraniopsis inflata","thorny sea star"
"1551",80525,"Poraniopsis flexilius","Poraniopsis flexilius"
"1552",80540,"Henricia sp.","Henricia sp."
"1553",80541,"Henricia clarki","Henricia clarki"
"1554",80542,"Henricia sanguinolenta","sanguine sea star"
"1555",80543,"Henricia aspera","ridged blood star"
"1556",80544,"Henricia leviuscula","blood sea star"
"1557",80546,"Henricia tumida","tumid sea star"
"1558",80547,"Henricia asthenactis","Henricia asthenactis"
"1559",80548,"Henricia longispina","Henricia longispina"
"1560",80549,"Henricia multispina","Spiny Henricia"
"1561",80550,"Odontohenricia fisheri","Odontohenricia fisheri"
"1562",80551,"Odontohenricia sp.","Odontohenricia sp."
"1563",80590,"Leptasterias polaris","Leptasterias polaris"
"1564",80594,"Leptasterias arctica","Leptasterias arctica"
"1565",80595,"Leptasterias sp.","Leptasterias sp."
"1566",80596,"Leptasterias camtschatica","Leptasterias camtschatica"
"1567",80601,"Aleutiaster sp.","Aleutiaster sp."
"1568",80602,"Gephyreaster swifti","Swift's sea star"
"1569",80610,"Pseudarchaster sp.","Pseudarchaster sp."
"1570",80620,"Pseudarchaster alascensis","Pseudarchaster alascensis"
"1571",80624,"Pseudarchaster pussillus","Pseudarchaster pussillus"
"1572",80625,"Pseudarchaster dissonus","Pseudarchaster dissonus"
"1573",80630,"Hippasteria sp.","Hippasteria sp."
"1574",80631,"Hippasteria kurilensis","Hippasteria kurilensis"
"1575",80632,"Hippasteria armata","Hippasteria armata"
"1576",80633,"Hippasteria aleutica","Aleutian spiny star"
"1577",80640,"Hippasteria californica","Hippasteria californica"
"1578",80645,"Hippasteria heathi","Hippasteria heathi"
"1579",80650,"Hippasteria phrygiana (=spinosa)","spiny red sea star"
"1580",80660,"Pseudarchaster parelii","scarlet sea star"
"1581",80670,"Cryptopeltaster lepidonotus","Cryptopeltaster lepidonotus"
"1582",80690,"Mediaster sp.","Mediaster sp."
"1583",80691,"Mediaster tenellus","Mediaster tenellus"
"1584",80710,"Mediaster aequalis","vermilion sea star"
"1585",80728,"Ceramaster sp.","Ceramaster sp."
"1586",80729,"Ceramaster japonicus","red bat star"
"1587",80730,"Ceramaster patagonicus","orange bat sea star"
"1588",80731,"Ceramaster arcticus","Arctic bat sea star"
"1589",80732,"Ceramaster clarki","Ceramaster clarki"
"1590",80800,"Luidia sp.","Luidia sp."
"1591",80810,"Luidia foliolata","sand sea star"
"1592",80910,"Dermasterias imbricata","leather sea star"
"1593",80915,"Asterina miniata","bat star"
"1594",81060,"Solaster sp.","Solaster sp."
"1595",81061,"Solaster endeca","northern sun sea star"
"1596",81062,"Solaster hypothrissus","Solaster hypothrissus"
"1597",81063,"Solaster hexactis","Solaster hexactis"
"1598",81064,"Solaster dawsoni","morning sun sea star"
"1599",81065,"Solaster stimpsoni","striped sun sea star"
"1600",81066,"Solaster exiguus","Solaster exiguus"
"1601",81067,"Solaster sp. A (Clark 1997)","Solaster sp. A (Clark 1997)"
"1602",81080,"Solaster paxillatus","evening sun sea star"
"1603",81090,"Crossaster sp.","Crossaster sp."
"1604",81092,"Crossaster borealis","grooved sea star"
"1605",81095,"Crossaster papposus","rose sea star"
"1606",81100,"Heterozonias alternatus","cannonball sun star"
"1607",81120,"Lophaster sp.","Lophaster sp."
"1608",81125,"Lophaster vexator","crested star"
"1609",81130,"Lophaster furcilliger","crested sea star"
"1610",81135,"Asthenactis fisheri","Asthenactis fisheri"
"1611",81295,"Peribolaster biserialis","Peribolaster biserialis"
"1612",81310,"Pteraster sp.","Pteraster sp."
"1613",81311,"Pteraster sp. cf. temnochiton (Clark 1999)","Pteraster sp. cf. temnochiton (Clark 1999)"
"1614",81312,"Pteraster temnochiton","cushion sea star"
"1615",81313,"Pteraster sp. A (Clark 1999)","Pteraster sp. A (Clark 1999)"
"1616",81314,"Pteraster sp. B (Clark 1997)","Pteraster sp. B (Clark 1997)"
"1617",81315,"Pteraster tesselatus","Pteraster tesselatus"
"1618",81316,"Pteraster jordani","Pteraster jordani"
"1619",81320,"Pteraster militaris","wrinkled star"
"1620",81321,"Pteraster marssipus","Pteraster marssipus"
"1621",81340,"Pteraster tesselatus arcuatus","Pteraster tesselatus arcuatus"
"1622",81345,"Pteraster trigonodon","Pteraster trigonodon"
"1623",81350,"Pteraster coscinopeplus","deepwater pteraster"
"1624",81355,"Pteraster obscurus","obscure sea star"
"1625",81356,"Pteraster pulvillus","Pteraster pulvillus"
"1626",81360,"Diplopteraster multipes","pincushion sea star"
"1627",81361,"Diplopteraster sp.","Diplopteraster sp."
"1628",81370,"Thrissacanthias penicillatus","Thrissacanthias penicillatus"
"1629",81741,"Asterias sp.","Asterias sp."
"1630",81742,"Asterias amurensis","purple-orange sea star"
"1631",81743,"Astropecten californicus","Astropecten californicus"
"1632",81779,"Ctenodiscus sp.","Ctenodiscus sp."
"1633",81780,"Ctenodiscus crispatus","common mud star"
"1634",81820,"Leptychaster sp.","Leptychaster sp."
"1635",81830,"Leptychaster pacificus","Leptychaster pacificus"
"1636",81831,"Leptychaster propinquus","Leptychaster propinquus"
"1637",81835,"Leptychaster arcticus","North Pacific sea star"
"1638",81840,"Cladaster validus","Cladaster validus"
"1639",81850,"Dipsacaster sp.","Dipsacaster sp."
"1640",81860,"Dipsacaster anoplus","Dipsacaster anoplus"
"1641",81870,"Dipsacaster borealis","northern sea star"
"1642",81875,"Dipsacaster eximus","Dipsacaster eximus"
"1643",81880,"Psilaster pectinatus","Psilaster pectinatus"
"1644",81890,"Benthopectinidae","Benthopectinidae"
"1645",81910,"Cheiraster dawsoni","fragile sea star"
"1646",81912,"Nearchaster variabilis","Nearchaster variabilis"
"1647",81919,"Nearchaster sp.","Nearchaster sp."
"1648",81920,"Nearchaster aciculosus","Nearchaster aciculosus"
"1649",81921,"Nearchaster pedicellaris","Nearchaster pedicellaris"
"1650",81930,"Astronebris tatafilius","Astronebris tatafilius"
"1651",82000,"Brisingella pusilla","Brisingella pusilla"
"1652",82001,"Brisingella exilis","Brisingella exilis"
"1653",82002,"Brisingella sp.","Brisingella sp."
"1654",82030,"Zoroasteridae","Zoroasteridae"
"1655",82035,"Sagenaster evermanni","Evermann's seastar"
"1656",82060,"Zoroaster ophiurus","Zoroaster ophiurus"
"1657",82090,"Myxoderma platyacanthum","Myxoderma platyacanthum"
"1658",82091,"Myxoderma sacculatum","Myxoderma sacculatum"
"1659",82100,"Anteliaster sp.","Anteliaster sp."
"1660",82500,"Echinoidea (class)","sea urchin unid."
"1661",82510,"Strongylocentrotus droebachiensis","green sea urchin"
"1662",82511,"Strongylocentrotus sp.","Strongylocentrotus sp."
"1663",82515,"Strongylocentrotus echinoides","Strongylocentrotus echinoides"
"1664",82520,"Strongylocentrotus franciscanus","red sea urchin"
"1665",82522,"Strongylocentrotus polyacanthus","Strongylocentrotus polyacanthus"
"1666",82525,"Strongylocentrotus purpuratus","purple sea urchin"
"1667",82526,"Strongylocentrotus pallidus","white sea urchin"
"1668",82530,"Allocentrotus fragilis","orange-pink sea urchin"
"1669",82535,"Allocentrotus sp.","Allocentrotus sp."
"1670",82650,"Echinoidea (class)","heart urchin unid."
"1671",82660,"Brisaster sp.","Brisaster sp."
"1672",82670,"Brisaster townsendi","Brisaster townsendi"
"1673",82672,"Echinoidea (class)","large green heart urchin"
"1674",82673,"Echinoidea (class)","oval heart urchin"
"1675",82675,"Brisaster latifrons","heart urchin"
"1676",82680,"Spatangus californicus","Spatangus californicus"
"1677",82685,"Brissopsis pacifica","Brissopsis pacifica"
"1678",82730,"Echinoidea (class)","sand dollar unid."
"1679",82740,"Echinarachnius parma","parma sand dollar"
"1680",82750,"Crinoidea (class)","crinoid unid."
"1681",82755,"Heliometra glacialis","Heliometra glacialis"
"1682",82757,"Retiometra alascana","Alaskan crinoid"
"1683",82760,"Florometra sp.","Florometra sp."
"1684",82761,"Florometra acririma","Florometra acririma"
"1685",82770,"Florometra serratissima","featherstar crinoid"
"1686",82771,"Florometra asperrima","common northern feather star"
"1687",83000,"Ophiuroidea (class)","brittlestar unid."
"1688",83020,"Gorgonocephalus eucnemis","basketstar"
"1689",83055,"Asteronychidae","Asteronychidae"
"1690",83060,"Asteronyx sp.","Asteronyx sp."
"1691",83070,"Asteronyx loveni","serpent sea star"
"1692",83075,"Asteronyx longifissus","Asteronyx longifissus"
"1693",83080,"Astrochele laevis","Astrochele laevis"
"1694",83090,"Astrochele sp.","Astrochele sp."
"1695",83310,"Ophiura sp.","Ophiura sp."
"1696",83320,"Ophiura sarsii","notched brittlestar"
"1697",83339,"Amphiophiura sp.","Amphiophiura sp."
"1698",83340,"Stegophiura ponderosa","Stegophiura ponderosa"
"1699",83342,"Ophiacantha sp.","Ophiacantha sp."
"1700",83343,"Ophiacantha enneactis","Ophiacantha enneactis"
"1701",83360,"Ophiopholis sp.","Ophiopholis sp."
"1702",83390,"Ophiopholis longispina","Ophiopholis longispina"
"1703",83400,"Ophiopholis aculeata","ubiquitous brittle star"
"1704",83402,"Ophioscolex sp.","Ophioscolex sp."
"1705",83405,"Ophiothrix sp.","Ophiothrix sp."
"1706",83406,"Ophiothrix spiculata","Ophiothrix spiculata"
"1707",83407,"Ophiomusium jolliensis","Ophiomusium jolliensis"
"1708",83411,"Ophiolebes sp.","Ophiolebes sp."
"1709",83480,"Ophiomusium lymani","Ophiomusium lymani"
"1710",83660,"Amphiuridae (family)","burrowing brittle star unid."
"1711",83700,"Amphiodia rossica","Amphiodia rossica"
"1712",85000,"Holothuroidea (class)","sea cucumber unid."
"1713",85010,"Cucumaria japonica","Cucumaria japonica"
"1714",85015,"Parastichopus sp.","Parastichopus sp."
"1715",85016,"Parastichopus leukothele","giant orange cucumber"
"1716",85020,"Parastichopus californicus","California sea cucumber"
"1717",85060,"Pseudostichopus sp.","Pseudostichopus sp."
"1718",85070,"Pseudostichopus mollis","sandy sea cucumber"
"1719",85110,"Molpadia arenicola","Molpadia arenicola"
"1720",85115,"Molpadia sp.","Molpadia sp."
"1721",85120,"Molpadia intermedia","sweet sea potato"
"1722",85140,"pineapple cucumber","Pineapple sea cucumber"
"1723",85167,"Eupentacta quinquesemita","Eupentacta quinquesemita"
"1724",85169,"Pentamera lissoplaca","crescent sea cucumber"
"1725",85170,"Pentamera sp.","Pentamera sp."
"1726",85175,"Paracaudina chilensis","rattail sea cucumber"
"1727",85180,"Bathyplotes sp.","Bathyplotes sp."
"1728",85200,"Cucumaria sp.","Cucumaria sp."
"1729",85201,"Cucumaria fallax","sea football"
"1730",85202,"Cucumaria frondosa","Cucumaria frondosa"
"1731",85205,"Apostichopus japonicus","Apostichopus japonicus"
"1732",85209,"Psolidae","Psolidae"
"1733",85210,"Psolus sp.","Psolus sp."
"1734",85219,"Psolus fabricii","brownscaled sea cucumber"
"1735",85220,"Psolus squamatus","whitescaled sea cucumber"
"1736",85222,"Psolus japonicus","Psolus japonicus"
"1737",85269,"Pannychia sp.","Pannychia sp."
"1738",85270,"Pannychia moseleyi","deep sea papillate cucumber"
"1739",85290,"Synallactes challengeri","Synallactes challengeri"
"1740",85410,"Scotoplanes theeli","Scotoplanes theeli"
"1741",90000,"Foraminifera","Foraminiferan unident."
"1742",91000,"Porifera (phylum)","sponge unid."
"1743",91002,"Porifera (phylum)","hairy lemon sponge"
"1744",91005,"Porifera (phylum)","vase sponge unid."
"1745",91010,"Demospongiae","Demospongiae"
"1746",91015,"Suberites sp.","Suberites sp."
"1747",91016,"Suberites ficus","Suberites ficus"
"1748",91020,"Suberites domuncula","hermit sponge"
"1749",91030,"Aphrocallistes vastus","clay pipe sponge"
"1750",91031,"white claypipe sponge","White claypipe sponge"
"1751",91039,"Mycale sp.","Mycale sp."
"1752",91040,"Mycale loveni","tree sponge"
"1753",91045,"ginseng sponge","Ginseng sponge"
"1754",91049,"Halichondria sp.","Halichondria sp."
"1755",91050,"Halichondria panicea","barrel sponge"
"1756",91051,"Porifera (phylum)","neon yellow vase sponge"
"1757",91052,"Leucandra heathi","spiny vase sponge"
"1758",91053,"Rhabdocalyptus sp.","cloud sponge"
"1759",91054,"Mycale bellabellensis","lampshade sponge"
"1760",91055,"Porifera (phylum)","brain sponge"
"1761",91056,"Porifera (phylum)","funnel sponge"
"1762",91057,"Stelodoryx oxeata","scapula sponge"
"1763",91059,"Semisuberites cribrosa","cat-o-nine-tails sponge"
"1764",91060,"Myxilla parasitica","scallop sponge"
"1765",91061,"Myxilla lacunosa","sulfur sponge"
"1766",91064,"Axinella blanca","firm finger sponge"
"1767",91065,"Pachastrellidae sp. 1","mushroom sponge"
"1768",91066,"Histodermella kagigunensis","spud sponge"
"1769",91067,"Tedania kagalaskai","club sponge"
"1770",91068,"Monanchora pulchra","yellow leafy sponge"
"1771",91069,"Tethya sp.","ball sponge"
"1772",91070,"Hyalonema sp.","fiber optic sponge"
"1773",91071,"Porifera (phylum)","staghorn sponge"
"1774",91072,"Porifera (phylum)","orange ball sponge"
"1775",91076,"Porifera (phylum)","orange sponge"
"1776",91077,"Porifera (phylum)","yellow bowl sponge"
"1777",91078,"Polymastia pachymastia","black-orange spud sponge"
"1778",91079,"peanutbutter","black papillate sponge"
"1779",91080,"Porifera (phylum)","yellow green papillate sponge"
"1780",91083,"Porifera (phylum)","orange encrusting sponge"
"1781",91084,"Porifera (phylum)","firm yellow green sponge"
"1782",91086,"Mycale carlilei","trumpet sponge"
"1783",91087,"Leucandra tuba","Leucandra tuba"
"1784",91088,"Isodictya rigida","soft finger sponge"
"1785",91090,"Porifera (phylum)","orange papillate sponge"
"1786",91092,"Esperiopsis flagrum","cheesestick sponge"
"1787",91096,"Porifera (phylum)","slimy antler sponge"
"1788",91100,"Geodia starki","pita sponge"
"1789",91700,"Hexactinellida (class)","glass sponge unid."
"1790",92000,"Platyhelminthes (phylum)","flatworm unid."
"1791",92021,"Polycladida (order)","polyclad flatworm unid."
"1792",92400,"Acoelida","acoel turbellarian"
"1793",92500,"Nemertea (phylum)","nemertean worm unid."
"1794",93100,"Priapulida (phylum)","priapulid worm unid."
"1795",93500,"Nematoda (phylum)","nematode worm unid."
"1796",94000,"Sipuncula (phylum)","peanut worm unid."
"1797",40016,"Ptychogena (Genus)","Ptychogena sp."
"1798",40017,"Ptychogena lactea","Ptychogena lactea"
"1799",10290,"Pleuronichthys coenosus","C-O sole"
"1800",1e+05,"WholeHaul","WholeHaul"
"1801",100001,"SortingTable","SortingTable"
"1802",100002,"Mix1","Mix1"
"1803",1,"Actinopterygii (class)","fish eggs unid."
"1804",93150,"Chaetognatha (phylum)","arrow worm unid."
"1805",23011,"Thaleichthys pacificus","Eulachon Juvenile 1"
"1806",78022,"Japetella diaphana","Japetella diaphana"
"1807",999991,"mixture 1","mixture 1"
"1808",999992,"mixture 2","mixture 2"
"1809",999993,"mixture 3","mixture 3"
"1810",999994,"mixture 4","mixture 4"
"1811",999995,"Unid1","Unid1"
"1812",999996,"Unid2","Unid2"
"1813",999998,"non-biological surface turbulance","non-bio surf turb"
"1814",999999,"bottom","bottom"
"1815",64100,"Mysidae","Mysidae"
"1816",999997,"non-biological noise","non-bio noise"
"1817",100003,"SubMix1","SubMix1"
"1818",1202,"Arctogadus glacialis","Arctogadus glacialis"
"1819",998877,"completely fakeus","bogus fishus"
"1820",22,"Lethenteron camtschaticum","Arctic lamprey"
"1821",1001,"Invert. unident. 1","Invert. unident. 1"
"1822",1002,"Invert. unident. 2","Invert. unident. 2"
"1823",1003,"Invert. unident. 3","Invert. unident. 3"
"1824",1004,"Invert. unident. 4","Invert. unident. 4"
"1825",1005,"Invert. unident. 5","Invert. unident. 5"
"1826",1006,"Invert. unident. 6","Invert. unident. 6"
"1827",1007,"Invert. unident. 7","Invert. unident. 7"
"1828",1008,"Invert. unident. 8","Invert. unident. 8"
"1829",1009,"Invert. unident. 9","Invert. unident. 9"
"1830",1010,"Invert. unident. 10","Invert. unident. 10"
"1831",1011,"Invert. unident. 11","Invert. unident. 11"
"1832",1012,"Invert. unident. 12","Invert. unident. 12"
"1833",1013,"Invert. unident. 13","Invert. unident. 13"
"1834",1014,"Invert. unident. 14","Invert. unident. 14"
"1835",1015,"Invert. unident. 15","Invert. unident. 15"
"1836",1016,"Invert. unident. 16","Invert. unident. 16"
"1837",1017,"Invert. unident. 17","Invert. unident. 17"
"1838",1018,"Invert. unident. 18","Invert. unident. 18"
"1839",1019,"Invert. unident. 19","Invert. unident. 19"
"1840",1020,"Invert. unident. 20","Invert. unident. 20"
"1841",1021,"Invert. unident. 21","Invert. unident. 21"
"1842",1022,"Invert. unident. 22","Invert. unident. 22"
"1843",1023,"Invert. unident. 23","Invert. unident. 23"
"1844",1024,"Invert. unident. 24","Invert. unident. 24"
"1845",1025,"Invert. unident. 25","Invert. unident. 25"
"1846",1026,"Fish unident. 1","Fish unident. 1"
"1847",1027,"Fish unident. 2","Fish unident. 2"
"1848",1028,"Fish unident. 3","Fish unident. 3"
"1849",1029,"Fish unident. 4","Fish unident. 4"
"1850",1030,"Fish unident. 5","Fish unident. 5"
"1851",1031,"Fish unident. 6","Fish unident. 6"
"1852",1032,"Fish unident. 7","Fish unident. 7"
"1853",1033,"Fish unident. 8","Fish unident. 8"
"1854",1034,"Fish unident. 9","Fish unident. 9"
"1855",1035,"Fish unident. 10","Fish unident. 10"
"1856",1036,"Fish unident. 11","Fish unident. 11"
"1857",1037,"Fish unident. 12","Fish unident. 12"
"1858",1038,"Fish unident. 13","Fish unident. 13"
"1859",1039,"Fish unident. 14","Fish unident. 14"
"1860",1040,"Fish unident. 15","Fish unident. 15"
"1861",1041,"Fish unident. 16","Fish unident. 16"
"1862",1042,"Fish unident. 17","Fish unident. 17"
"1863",1043,"Fish unident. 18","Fish unident. 18"
"1864",1044,"Fish unident. 19","Fish unident. 19"
"1865",1045,"Fish unident. 20","Fish unident. 20"
"1866",1046,"Fish unident. 21","Fish unident. 21"
"1867",1047,"Fish unident. 22","Fish unident. 22"
"1868",1048,"Fish unident. 23","Fish unident. 23"
"1869",1049,"Fish unident. 24","Fish unident. 24"
"1870",1050,"Fish unident. 25","Fish unident. 25"
"1871",1101,"Leebus grendolandicus","Leebus grendolandicus"
"1872",1102,"Bathypolypus articus","Bathypolypus articus"
"1873",1103,"Phascolion strombus","Phascolion strombus"
"1874",1104,"Byglides sarsi","Byglides sarsi"
"1875",1105,"Pandalus borealiseous","Pandalus borealiseous"
"1876",1106,"Eualas gaimardi belcheri","Eualas gaimardi belcheri"
"1877",1107,"Neptunea beringiana","Neptunea beringiana"
"1878",1108,"Neomysis rayii","Neomysis rayii"
"1879",1109,"Lafoenia maxima","Lafoenia maxima"
"1880",1110,"Alcyonidium gelatinosum","Alcyonidium gelatinosum"
"1881",1111,"Parathemisto sp.","Parathemisto sp."
"1882",1112,"Hyperidae","Hyperidae"
"1883",1113,"Crab larvae","Crab larvae"
"1884",1114,"Paguridae","Paguridae"
"1885",1115,"Socarnes bidenticulatus","Socarnes bidenticulatus"
"1886",1116,"Ocunus glacialis","Ocunus glacialis"
"1887",1117,"Flabelligeridae","Flabelligeridae"
"1888",1118,"Icelus bicornis","Two Horn Sculpin"
"1889",1119,"Eualas gaimardi gaimardi","Eualas gaimardi gaimardi"
"1890",1120,"Nuuculana radiata","Nuuculana radiata"
"1891",1121,"Limneria undata","Limneria undata"
"1892",1122,"Curtitoma sp.","Curtitoma sp."
"1893",1123,"Ischyrocerus sp.","Ischyrocerus sp."
"1894",1124,"Cistenides sp.","Cistenides sp."
"1895",1125,"Aglantha digitale","Aglantha digitale"
"1896",1126,"Nuculana radiata","Nuculana radiata"
"1897",1127,"Ennucula tenuis","Ennucula tenuis"
"1898",1128,"Acanthostepheia beringiensis","Acanthostepheia beringiensis"
"1899",1129,"Allantactis parastitica","Allantactis parasitica"
"1900",1130,"Neptunea communis","Neptunea communis"
"1901",1131,"Edwardsia sp.","Edwardsia sp."
"1902",1132,"Anthosactis janmayeni","Anthosactic janmayeni"
"1903",1134,"Ariadnavaria borealis","Ariadnavaria borealis"
"1904",1135,"Ascidia callosa","Ascidia callosa"
"1905",1136,"Anomalisipho conulus","Anomalishipho conulus"
"1906",1137,"Nodulotrophon coronatus","Nodulotrophon coronatus"
"1907",1138,"Paramphithoe cuspidata","Paramphithoe cuspidata"
"1908",1139,"Paroediceros lynceus","Paroediceros lynceus"
"1909",1140,"Anomalisipho verkruezeni","Anomalisipho verkruezeni"
"1910",1141,"Buccinum beringense","Buccinum beringense"
"1911",1142,"Phyllodace groenlandica","Phyllodace groenlandica"
"1912",1143,"Gattyana sp.","Gattyana sp."
"1913",1144,"Pista elongata","Pista elongata"
"1914",1145,"Cylichnoidea occulutus","Cylichnoidea occulutus"
"1915",1146,"Latisipho hypolipus","Latisipho hypolipus"
"1916",1147,"Obesotome sp.","Obesotome sp."
"1917",1148,"Bylgides sarsi","Bygildes sarsi"
"1918",1149,"Iphionopsis sp.","Iphionopsis sp."
"1919",1150,"Colus pubescens","Colus pubescens"
"1920",1151,"Boreotrophon truncatus","Boreotrophon truncatus"
"1921",1152,"Admete sp.","Admete sp."
"1922",1153,"Peachia quinquecapitata","Peachia quinquecapitata"
"1923",1154,"Arctonoe fragilis","Arctonoe fragilis"
"1924",20203,"Ammodytes hexapterus","Arctic Sand Lance"
"1925",20204,"Ammodytes personatus","Pacific Sand Lance"
"1926",40061,"Neoturris breviconis","Blob-Top jelly"
"1927",40513,"Aurelia aurita","Aurelia aurita"
"1928",40520,"Aurelia limbata","brown rimmed jelly"
"1929",40562,"Staurophora mertensi","Staurophora mertensi"
"1930",40563,"Hormiphora sp.","Hormiphora sp."
"1931",40564,"Hormiphora cucumis","Hormiphora cucumis"
"1932",40565,"Hydromedusa (unid.)","Hydromedusa (unid.)"
"1933",40566,"Scyphomedus (unid.)","Scyphomedus (unid.)"
"1934",41220,"Gersemia fruticosa","Gersemia fruticosa"
"1935",55900,"Phyllodocidae","Phyllodocidae"
"1936",57001,"Myxicola infundibulum","slime worm"
"1937",58000,"Pectinaria sp.","Pectinaria sp."
"1938",58001,"Cistenides granulata","tusk coneworm"
"1939",60102,"ampelisca sp.","ampelisca sp."
"1940",60105,"Eusirus cuspidatus","speckled amphipod"
"1941",60107,"Stegocephalus inflatus","smooth northern amphipod"
"1942",60108,"Stegocephalus sp.","Stegocephalus sp."
"1943",60109,"Anonyx nugax","riddick amphipod"
"1944",60111,"Rhachotropis sp.","Rhachotropis sp."
"1945",60112,"Rhachotropis aculeata","Rhachotropis aculeata"
"1946",60115,"Arctolembos arcticus","Arctolembos arcticus"
"1947",60116,"Paramphithoe polyacantha","bladed amphipod"
"1948",60118,"Nototropis sp.","Nototropis sp."
"1949",60131,"Quasimelita formosa","Quasimelita formosa"
"1950",60132,"Melita sp.","Melita sp."
"1951",62022,"Synidotea bicuspida","Synidotea bicuspida"
"1952",63101,"Diastylis alaskensis","Alaskan cumacean"
"1953",63501,"Thysanoessa sp.","Thysanoessa sp."
"1954",66161,"Spirontocaris arcuata","Rathbun blade shrimp"
"1955",66605,"Sabinea septemcarinata","Sabinea septemcarinata"
"1956",66617,"Argis sp. cf. crassa (CAS)","Argis sp. cf. crassa (CAS)"
"1957",70150,"Stenosemus albus","northern white chiton"
"1958",71005,"Neptunea borealis eggs","eggs of Neptunea borealis"
"1959",71007,"Cephalaspidea","bubbleshells unid."
"1960",71027,"Calycidoris guentheri","Calycidoris guentheri"
"1961",71511,"Naticidae eggs","moonsnail eggs unid."
"1962",71517,"Euspira monterona","Euspira monterona"
"1963",71714,"Colus acosmius","Colus acosmius"
"1964",71716,"Colus martensi","Colus martensi"
"1965",71720,"Colus sabini","Colus sabini"
"1966",71739,"Volutopsius attenuatus","attenuate melon whelk"
"1967",71801,"Neptunea ventricosa eggs","eggs of Neptunea ventricosa"
"1968",71902,"Plicifusus johanseni","Plicifusus johanseni"
"1969",72104,"Oenopota nobilis","Oenopota nobilis"
"1970",72106,"Oenopota elegans","Oenopota elegans"
"1971",72182,"Obesotoma tenuilirata","Obesotoma tenuilirata"
"1972",72183,"Curtitoma decussata","Curtitoma decussata"
"1973",72302,"Trichotropis borealis","Trichotropis borealis"
"1974",72527,"Lacuna crassior","thick lacuna"
"1975",72539,"Margarites beringensis","Margarites beringensis"
"1976",72736,"Buccinum normale","Buccinum normale"
"1977",73187,"Admete middendorffi","Admete middendorffi"
"1978",74646,"Astarte arctica","Astarte arctica"
"1979",74647,"Astarte montagui","Astarte montagui"
"1980",74648,"Astarte esquimalti","Astarte esquimalti"
"1981",74658,"Cyclocardia sp. cf. borealis (Clark 2006)","northern carditid"
"1982",75220,"Pandora glacialis","glacial Pandora"
"1983",75221,"Pandora wardiana","Pandora wardiana"
"1984",78013,"Benthoctopus sibiricus","Benthoctopus sibiricus"
"1985",79206,"Gonatus kamtschaticus","Gonatus kamtschaticus"
"1986",80030,"Urasterias lincki","tube worm unid."
"1987",83021,"Gorgonocephalus sp. cf. arcticus","Gorgonocephalus sp. cf. arcticus"
"1988",83022,"Gorgonocephalus sp.","Gorgonocephalus sp."
"1989",83319,"Ophiura lutkeni","gray brittle star"
"1990",83336,"Stegophiura nodosa","Stegophiura nodosa"
"1991",83348,"Ophiacantha bidentata","Ophiacantha bidentata"
"1992",85013,"Ocnus glacialis","Ocnus glacialis"
"1993",85085,"Myriotrochus rinkii","Myriotrochus rinkii"
"1994",85221,"Psolus peroni","Psolus peroni"
"1995",91014,"Haliclona sp.","Haliclona sp."
"1996",92900,"Maldanidae","bamboo worm unid."
"1997",95016,"Bugula sp.","Bugula sp."
"1998",95036,"Alcyonidium pedunculatum","Alcyonidium pedunculatum"
"1999",95038,"Alcyonidium sp.","Alcyonidium sp."
"2000",95039,"Alcyonidium disciforme","disc bryozoan"
"2001",95041,"Alcyonidium enteromorpha","noodle bryozoan"
"2002",95103,"Heteropora sp.","Heteropora sp."
"2003",95104,"Heteropora alaskensis","Heteropora alaskensis"
"2004",95105,"Dendrobeania sp.","Dendrobeania sp."
"2005",98079,"Pelonaia corrugata","Pelonaia corrugata"
"2006",98102,"Boltenia ecinata","Boltenia ecinata"
"2007",98210,"Distaplia sp.","Distaplia sp."
"2008",98331,"Chelyosoma productum","disc-top tunicate"
"2009",98332,"Chelyosoma macleayanum","Chelyosoma macleayanum"
"2010",213759,"Myoxocephalus scorpius","Shorthorn sculpin"
"2011",400610,"Neoturris breviconis","Blob top jelly"
"2012",1155,"Liparis bathyarcticus","Liparis bathyarcticus"
"2013",1156,"Amphianthus sp.","Amphianthus sp."
"2014",1157,"Oxyposthia predeator","Oxyposthia predeator"
